"","MS_SubClass","MS_Zoning","Alley","Lot_Shape","Land_Contour","Utilities","Lot_Config","Land_Slope","Neighborhood","Condition_1","Condition_2","Bldg_Type","House_Style","Overall_Qual","Overall_Cond","Roof_Style","Roof_Matl","Exterior_1st","Exterior_2nd","Mas_Vnr_Type","Exter_Qual","Exter_Cond","Foundation","Bsmt_Qual","Bsmt_Cond","Bsmt_Exposure","BsmtFin_Type_1","BsmtFin_Type_2","Heating","Heating_QC","Central_Air","Electrical","Kitchen_Qual","Functional","Fireplace_Qu","Garage_Type","Garage_Finish","Garage_Qual","Garage_Cond","Paved_Drive","Pool_QC","Fence","Misc_Feature","Sale_Type","Sale_Condition","PID","Lot_Frontage","Lot_Area","Year_Built","Year_Remod_Add","Mas_Vnr_Area","BsmtFin_SF_1","BsmtFin_SF_2","Bsmt_Unf_SF","Total_Bsmt_SF","First_Flr_SF","Second_Flr_SF","Low_Qual_Fin_SF","Gr_Liv_Area","Bsmt_Full_Bath","Bsmt_Half_Bath","Full_Bath","Half_Bath","Bedroom_AbvGr","Kitchen_AbvGr","TotRms_AbvGrd","Fireplaces","Garage_Yr_Blt","Garage_Cars","Garage_Area","Wood_Deck_SF","Open_Porch_SF","Enclosed_Porch","Three_season_porch","Screen_Porch","Pool_Area","Misc_Val","Mo_Sold","Year_Sold","Sale_Price"
"1813","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","One_Story","Good","Average","Gable","CompShg","VinylSd","VinylSd","BrkFace","Typical","Typical","PConc","Good","Typical","No","Unf","Unf","GasA","Excellent","Y","SBrkr","Typical","Typ","No_Fireplace","Attchd","Unf","Typical","Typical","Paved","No_Pool","Other","None","WD ","Normal",531385070,65,8450,2000,2001,108,7,0,1349,1349,1349,0,0,1349,0,0,2,0,3,1,6,0,2000,2,539,120,55,0,0,0,0,0,12,2007,179000
"1814","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","No_Alley_Access","Other","Other","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","One_Story","Good","Average","Gable","CompShg","VinylSd","VinylSd","None","Good","Typical","PConc","Good","Typical","Other","GLQ","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","Other","Attchd","RFn","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",531385130,0,16196,1998,1998,0,3,0,39,1482,1494,0,0,1494,1,0,2,0,3,1,5,1,1998,2,514,402,25,0,0,0,0,0,8,2007,215000
"1815","Other","Residential_Low_Density","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","Other","One_Story","Above_Average","Average","Gable","CompShg","Other","Other","None","Good","Typical","PConc","Good","Typical","No","GLQ","Unf","GasA","Other","Y","SBrkr","Good","Typ","No_Fireplace","Attchd","RFn","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",531451030,50,8012,1992,1992,0,3,0,1145,1575,1575,0,0,1575,1,0,2,0,2,1,5,0,1992,2,529,0,0,52,0,0,0,0,7,2007,179200
"1816","Other","Residential_Low_Density","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","Other","Two_Story","Above_Average","Average","Gable","CompShg","Other","Other","None","Typical","Typical","CBlock","Typical","Typical","No","Unf","Unf","GasA","Excellent","Y","SBrkr","Typical","Typ","Typical","Attchd","RFn","Typical","Typical","Paved","No_Pool","Other","None","WD ","Normal",531451150,50,8012,1980,1980,0,7,0,630,630,630,636,0,1266,0,0,1,1,2,1,5,2,1980,1,283,340,0,0,0,0,0,0,7,2007,128000
"1817","Other","Residential_Low_Density","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Other","Gtl","Other","Norm","Norm","OneFam","Other","Average","Other","Gable","CompShg","Other","Other","None","Typical","Typical","CBlock","Good","Typical","Other","Other","Other","GasA","Other","Y","SBrkr","Good","Typ","No_Fireplace","Attchd","RFn","Typical","Other","Paved","No_Pool","Other","None","WD ","Normal",531453140,0,9180,1983,1983,0,1,93,0,840,884,0,0,884,1,0,1,0,2,1,5,0,1983,2,504,240,0,0,0,0,0,0,12,2007,144000
"1818","Other","Other","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Other","Norm","Other","One_Story","Average","Average","Gable","CompShg","Other","Other","BrkFace","Typical","Typical","Other","Other","Other","Other","Other","Other","GasA","Typical","Y","SBrkr","Typical","Typ","Typical","Detchd","Unf","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",531477040,60,8400,1977,1977,320,5,0,0,0,2020,0,0,2020,0,0,2,0,4,2,10,2,1977,2,630,0,0,0,0,0,0,0,10,2007,144000
"1819","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","One_Story","Average","Average","Gable","CompShg","Other","Other","None","Typical","Typical","CBlock","Good","Typical","No","Other","Other","GasA","Typical","Y","SBrkr","Typical","Typ","No_Fireplace","Detchd","Unf","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",532353120,64,6285,1977,1977,0,4,351,405,894,894,0,0,894,1,0,1,0,2,1,5,0,1979,1,308,192,0,0,0,0,0,0,3,2007,120750
"1820","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","No_Alley_Access","Regular","Lvl","AllPub","Other","Gtl","Other","Norm","Norm","OneFam","One_Story","Average","Other","Other","CompShg","Other","Other","None","Typical","Typical","CBlock","Typical","Typical","No","GLQ","Unf","GasA","Typical","Y","SBrkr","Typical","Typ","No_Fireplace","Detchd","Unf","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",532354010,80,8480,1963,1963,0,3,0,340,970,970,0,0,970,1,0,1,0,2,1,5,0,1996,2,624,0,24,0,0,192,0,0,7,2007,132500
"1821","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","One_Story","Average","Average","Other","CompShg","Other","Other","None","Typical","Typical","CBlock","Typical","Typical","No","Other","Unf","GasA","Typical","Y","SBrkr","Typical","Typ","No_Fireplace","Detchd","Fin","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",532354060,70,7420,1962,1962,0,6,0,640,1057,1057,0,0,1057,0,0,1,0,3,1,6,0,1977,2,576,0,0,0,0,0,0,0,4,2007,132000
"1822","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Other","Gtl","Other","Norm","Norm","OneFam","One_Story","Average","Other","Gable","CompShg","Other","Other","None","Typical","Other","CBlock","Typical","Typical","No","Other","Unf","GasA","Other","Y","SBrkr","Good","Typ","No_Fireplace","Detchd","Unf","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",532354070,0,7758,1962,2001,0,1,0,411,999,999,0,0,999,1,0,1,0,3,1,6,0,1963,1,264,0,132,0,0,0,0,0,3,2007,132500
"1823","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","No_Alley_Access","Regular","Lvl","AllPub","Other","Gtl","Other","Other","Norm","OneFam","One_Story","Other","Average","Gable","CompShg","VinylSd","VinylSd","None","Typical","Typical","CBlock","Typical","Typical","No","Other","Unf","GasA","Typical","Y","SBrkr","Other","Typ","No_Fireplace","Attchd","RFn","Typical","Typical","Paved","No_Pool","No_Fence","Other","WD ","Normal",532376040,85,6970,1961,1961,0,1,0,108,1040,1120,0,0,1120,1,0,1,1,3,1,5,0,1961,2,544,168,0,0,0,0,0,400,5,2007,129000
"1824","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Other","Gtl","Other","Other","Norm","OneFam","One_Story","Average","Average","Gable","CompShg","Other","Other","None","Typical","Other","CBlock","Typical","Typical","No","Unf","Unf","GasA","Typical","Y","SBrkr","Typical","Other","Typical","Attchd","RFn","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",532376090,40,13673,1962,1962,0,7,0,1140,1140,1696,0,0,1696,0,0,1,1,3,1,8,1,1962,1,349,0,30,0,0,0,0,0,3,2007,143900
"1825","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","No_Alley_Access","Regular","Lvl","AllPub","Other","Gtl","Other","Norm","Norm","OneFam","One_Story","Average","Other","Gable","CompShg","Other","Other","None","Typical","Typical","CBlock","Typical","Typical","No","Other","Unf","GasA","Typical","Y","SBrkr","Typical","Typ","No_Fireplace","Detchd","Fin","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",532377050,84,7476,1968,1968,0,6,0,228,1040,1040,0,0,1040,1,0,1,1,3,1,5,0,1991,2,686,188,0,0,0,0,0,0,6,2007,145000
"1826","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","One_Story","Average","Average","Other","CompShg","Other","Other","BrkFace","Typical","Typical","CBlock","Typical","Typical","No","Other","Unf","GasA","Typical","Y","SBrkr","Typical","Typ","No_Fireplace","Detchd","Unf","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",532377140,0,9945,1961,1961,57,6,0,161,988,988,0,0,988,1,0,1,0,3,1,5,0,1963,2,572,0,0,0,0,0,0,0,10,2007,128500
"1827","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","One_Story","Average","Other","Gable","CompShg","Other","Other","BrkFace","Typical","Typical","CBlock","Typical","Typical","No","GLQ","Unf","GasA","Typical","Y","SBrkr","Typical","Typ","No_Fireplace","Attchd","Unf","Typical","Typical","Paved","No_Pool","Other","None","WD ","Normal",532378240,0,6173,1967,1967,75,3,0,277,876,902,0,0,902,0,0,1,0,3,1,6,0,1967,1,288,0,0,0,0,0,0,0,8,2007,125500
"1828","Other","Residential_Low_Density","No_Alley_Access","Slightly_Irregular","Other","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","Two_Story","Good","Average","Gable","CompShg","Other","Other","BrkFace","Good","Typical","PConc","Good","Typical","No","GLQ","Unf","GasA","Other","Y","SBrkr","Good","Typ","Typical","Attchd","RFn","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",532476080,0,19522,1990,1990,272,3,0,496,1223,1271,1232,0,2503,1,0,2,1,3,1,7,1,1990,2,564,0,99,0,0,182,0,0,2,2007,300000
"1829","Other","Residential_Low_Density","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","Two_Story","Good","Other","Gable","CompShg","Other","Other","None","Good","Typical","CBlock","Typical","Typical","Other","Other","Other","GasA","Typical","Y","SBrkr","Good","Typ","Good","Attchd","RFn","Typical","Typical","Paved","No_Pool","Other","None","WD ","Normal",532477040,0,17542,1974,2003,0,4,1031,36,1192,1516,651,0,2167,1,0,2,1,3,1,9,2,1974,2,518,220,47,0,0,0,0,0,7,2007,294000
"1830","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Other","Gtl","Other","Other","Norm","OneFam","One_Story","Average","Average","Gable","CompShg","Other","Other","BrkFace","Typical","Typical","CBlock","Other","Typical","Other","Other","Unf","GasA","Typical","Y","SBrkr","Typical","Typ","No_Fireplace","Attchd","RFn","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",532479050,44,10751,1974,1974,44,1,0,250,1037,1037,0,0,1037,1,0,1,0,2,1,5,0,1974,2,431,136,47,0,0,0,0,0,8,2007,129000
"1831","Other","Residential_Low_Density","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Other","Gtl","Other","Other","Norm","OneFam","Other","Average","Average","Gable","CompShg","Other","Other","None","Typical","Typical","CBlock","Good","Typical","Other","Other","Unf","GasA","Typical","Y","SBrkr","Typical","Other","Typical","Other","Fin","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",532479120,0,16647,1975,1981,0,1,0,0,1390,1701,0,0,1701,1,0,2,0,3,1,6,2,1975,2,611,0,0,0,0,0,0,0,1,2007,171000
"1832","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Other","Gtl","Other","Other","Norm","OneFam","One_Story","Above_Average","Other","Gable","CompShg","Other","Other","None","Typical","Typical","CBlock","Good","Typical","Other","Other","Unf","GasA","Typical","Y","SBrkr","Good","Typ","Typical","Attchd","RFn","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Other",532479140,43,12712,1973,2006,0,1,0,76,1044,1055,0,0,1055,1,0,1,0,2,1,5,1,1973,2,542,455,0,0,0,0,0,0,1,2007,147000
"1833","Other","Residential_Low_Density","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","Two_Story","Other","Average","Gable","CompShg","Other","Other","BrkFace","Good","Typical","PConc","Other","Typical","No","GLQ","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","Other","Attchd","RFn","Other","Other","Paved","No_Pool","No_Fence","None","WD ","Normal",533120030,0,9572,1990,1990,336,3,0,971,1453,1453,1357,0,2810,0,0,2,1,4,1,9,1,1990,2,750,500,0,0,0,0,0,0,6,2007,302000
"1834","Other","Residential_Low_Density","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","Other","Other","Average","Other","CompShg","Other","Other","BrkFace","Good","Typical","PConc","Good","Typical","No","GLQ","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","Typical","Attchd","Fin","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",533130170,85,10678,1992,2000,337,3,0,983,1683,2129,743,0,2872,0,0,2,1,4,1,9,1,1992,2,541,0,33,0,0,0,0,0,4,2007,285000
"1835","Other","Other","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Other","Gtl","Other","Norm","Norm","Other","One_Story","Other","Average","Gable","CompShg","Other","Other","None","Good","Typical","PConc","Good","Typical","Other","GLQ","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","Good","Attchd","Fin","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",533205110,45,4379,2004,2004,0,3,0,527,1378,1378,0,0,1378,1,0,2,0,2,1,6,1,2004,2,540,160,56,0,0,0,0,0,7,2007,214000
"1836","Other","Other","Other","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","Other","One_Story","Other","Average","Gable","CompShg","VinylSd","VinylSd","Other","Good","Typical","PConc","Good","Typical","No","GLQ","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","No_Fireplace","Attchd","Fin","Typical","Typical","Paved","No_Pool","No_Fence","None","Other","Other",533206060,80,3523,2006,2007,30,3,0,1081,1141,1151,0,0,1151,1,0,2,0,2,1,5,0,2006,2,484,0,60,0,0,0,0,0,2,2007,166000
"1837","Other","Other","Other","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","Other","One_Story","Other","Average","Gable","CompShg","VinylSd","VinylSd","Other","Good","Typical","PConc","Good","Typical","No","GLQ","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","No_Fireplace","Attchd","Fin","Typical","Typical","Paved","No_Pool","No_Fence","None","Other","Other",533206070,32,3784,2006,2007,36,3,0,1451,1511,1565,0,0,1565,1,0,2,0,2,1,5,0,2006,2,476,0,120,0,0,0,0,0,2,2007,193800
"1838","Other","Other","Other","Regular","Lvl","AllPub","Other","Gtl","Other","Norm","Norm","Other","One_Story","Good","Average","Gable","CompShg","VinylSd","VinylSd","None","Good","Typical","PConc","Other","Other","No","Unf","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","Good","Attchd","RFn","Typical","Typical","Paved","No_Pool","No_Fence","None","Other","Other",533208010,47,4230,2006,2007,0,7,0,1352,1352,1352,0,0,1352,0,0,2,0,2,1,5,1,2006,2,466,0,241,0,0,0,0,0,4,2007,208900
"1839","Other","Other","Other","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","Other","One_Story","Good","Average","Gable","CompShg","VinylSd","VinylSd","None","Good","Typical","PConc","Other","Other","No","GLQ","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","Good","Attchd","RFn","Typical","Typical","Paved","No_Pool","No_Fence","None","Other","Other",533208020,40,3606,2006,2007,0,3,0,415,1352,1352,0,0,1352,1,0,2,0,2,1,5,1,2006,2,466,0,241,0,0,0,0,0,8,2007,194000
"1840","Other","Other","Other","Other","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","Other","One_Story","Other","Average","Gable","CompShg","VinylSd","VinylSd","None","Good","Typical","PConc","Good","Typical","No","Unf","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","No_Fireplace","Attchd","Fin","Typical","Typical","Paved","No_Pool","No_Fence","None","Other","Other",533208030,30,5330,2006,2007,0,7,0,1550,1550,1550,0,0,1550,0,0,2,1,2,1,5,0,2007,2,528,0,102,0,0,0,0,0,7,2007,207500
"1841","Other","Other","Other","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","Other","One_Story","Good","Average","Gable","CompShg","VinylSd","VinylSd","None","Good","Typical","PConc","Good","Typical","No","GLQ","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","No_Fireplace","Attchd","Fin","Typical","Typical","Paved","No_Pool","No_Fence","None","Other","Other",533208040,35,4274,2006,2007,0,3,0,135,1241,1241,0,0,1241,1,0,1,1,1,1,4,0,2007,2,569,0,116,0,0,0,0,0,11,2007,199900
"1842","Other","Other","Other","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","Other","Two_Story","Good","Average","Gable","CompShg","Other","Other","None","Good","Typical","PConc","Good","Typical","No","Unf","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","No_Fireplace","Detchd","RFn","Typical","Typical","Paved","No_Pool","No_Fence","None","Other","Other",533208070,35,4251,2006,2007,0,7,0,625,625,625,625,0,1250,0,0,2,1,2,1,5,0,2006,2,528,0,54,0,0,0,0,0,6,2007,164700
"1843","Other","Other","Other","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","Other","Two_Story","Above_Average","Average","Gable","CompShg","Other","Other","BrkFace","Typical","Typical","PConc","Good","Typical","No","GLQ","Unf","GasA","Other","Y","SBrkr","Typical","Typ","Typical","Detchd","Unf","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",533213130,24,2280,1999,1999,342,3,0,179,744,757,744,0,1501,1,0,2,1,3,1,6,1,1999,2,440,0,0,0,0,0,0,0,9,2007,176500
"1844","Other","Other","Other","Regular","Lvl","AllPub","Other","Gtl","Other","Norm","Norm","Other","Two_Story","Above_Average","Average","Gable","CompShg","Other","Other","BrkFace","Typical","Typical","PConc","Good","Typical","No","GLQ","Unf","GasA","Other","Y","SBrkr","Typical","Typ","Other","Detchd","Unf","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",533213140,34,3230,1999,1999,1129,3,0,310,729,729,729,0,1458,0,0,2,1,2,1,5,1,1999,2,440,0,32,0,0,0,0,0,6,2007,176000
"1845","Other","Other","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","Other","Two_Story","Above_Average","Average","Gable","CompShg","Other","Other","BrkFace","Good","Typical","PConc","Good","Typical","No","GLQ","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","Typical","Detchd","Unf","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",533221030,0,2117,2000,2000,513,3,0,336,756,756,756,0,1512,0,0,2,1,2,1,4,1,2000,2,440,0,32,0,0,0,0,0,6,2007,168500
"1846","Other","Other","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","Other","Two_Story","Above_Average","Average","Gable","CompShg","Other","Other","BrkFace","Good","Typical","PConc","Good","Typical","No","GLQ","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","No_Fireplace","Detchd","Unf","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",533221060,24,2117,2000,2000,216,3,0,339,756,769,804,0,1573,0,0,2,1,3,1,4,0,2000,2,440,0,32,0,0,0,0,0,9,2007,177000
"1847","Other","Other","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","Other","Two_Story","Above_Average","Average","Gable","CompShg","Other","Other","BrkFace","Good","Typical","PConc","Good","Typical","No","GLQ","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","Typical","Detchd","Unf","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",533221100,0,2117,2000,2000,456,3,0,320,756,769,756,0,1525,0,0,2,1,3,1,5,1,2000,2,440,0,0,0,0,0,0,0,6,2007,177000
"1848","Other","Other","No_Alley_Access","Other","Lvl","AllPub","Other","Gtl","Other","Norm","Norm","Other","Two_Story","Good","Average","Gable","CompShg","Other","Other","None","Good","Typical","PConc","Good","Typical","No","GLQ","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","No_Fireplace","Detchd","Unf","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",533223050,0,5105,2004,2004,0,3,0,312,551,551,551,0,1102,0,0,2,1,2,1,4,0,2004,2,480,0,60,0,0,0,0,0,3,2007,148800
"1849","Other","Other","Other","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","Other","Two_Story","Other","Average","Gable","CompShg","Other","Other","BrkFace","Good","Typical","PConc","Good","Typical","No","Unf","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","No_Fireplace","Detchd","Unf","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",533236040,24,2645,1999,2000,456,7,0,776,776,764,677,0,1441,0,0,2,1,2,1,5,0,1999,2,492,206,0,0,0,0,0,0,11,2007,174000
"1850","Other","Other","Other","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","Two_Story","Good","Average","Other","CompShg","VinylSd","VinylSd","BrkFace","Good","Typical","PConc","Good","Typical","No","Other","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","Typical","Detchd","RFn","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",533241030,66,7399,1997,1998,1600,2,0,326,975,975,975,0,1950,0,0,2,1,3,1,7,1,1997,2,576,0,10,0,0,198,0,0,6,2007,239000
"1851","One_Story_1946_and_Newer_All_Styles","Other","Other","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","One_Story","Good","Average","Gable","CompShg","Other","Other","None","Good","Typical","PConc","Good","Typical","No","Unf","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","No_Fireplace","Detchd","Unf","Typical","Typical","Paved","No_Pool","No_Fence","None","Other","Normal",533242080,73,7321,1999,2000,0,7,0,1339,1339,1358,0,0,1358,0,0,2,0,3,1,5,0,1999,2,625,176,174,0,0,0,0,0,12,2007,204000
"1852","Other","Other","Other","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","Two_Story","Other","Average","Other","CompShg","Other","Other","None","Good","Typical","PConc","Other","Typical","No","GLQ","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","Good","Detchd","Unf","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",533242090,0,8010,2003,2004,0,3,0,90,1054,1072,976,0,2048,1,0,2,1,3,1,8,2,2003,2,552,0,48,0,0,180,0,0,8,2007,301000
